mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.29825482368469236,0.038806286967234656,0.009854316711425781,0.0009448619072511929,30,2,2,100,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.8881578947368421,0.8865131578947368,0.8881578947368421,0.9028006589785832,0.8945634266886326,0.8920386066071273,0.006047262527847351,9
0.5809030055999755,0.02242788461687189,0.018181037902832032,0.002958727959965877,30,2,2,200,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.8914473684210527,0.881578947368421,0.8930921052631579,0.9028006589785832,0.8945634266886326,0.8926965013439695,0.006795531674076629,5
0.15180201530456544,0.018763623343707795,0.006687307357788086,0.0014753114242995332,30,2,5,50,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.8947368421052632,0.8963815789473685,0.8799342105263158,0.8962108731466227,0.8929159802306426,0.8920358969912426,0.006177958301484513,12
0.2947124481201172,0.02257244223829507,0.009670352935791016,0.0010062250274303264,30,2,5,100,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.8930921052631579,0.8914473684210527,0.881578947368421,0.8945634266886326,0.8896210873146623,0.8900605870111853,0.004550169266401965,42
0.5711331367492676,0.01762446561868412,0.017602825164794923,0.0027508742707215727,30,2,5,200,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.8930921052631579,0.8914473684210527,0.8930921052631579,0.899505766062603,0.8945634266886326,0.8943401543397208,0.0027646648397095354,2
0.1465174674987793,0.010551712676986178,0.006499671936035156,0.0006453555849542603,30,2,10,50,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}",0.8947368421052632,0.8865131578947368,0.8914473684210527,0.8978583196046128,0.8846787479406919,0.8910468871932714,0.004925031225347596,28
0.2863937854766846,0.010930913607862991,0.011663818359375,0.0018590012894589907,30,2,10,100,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",0.8881578947368421,0.881578947368421,0.8930921052631579,0.8962108731466227,0.8912685337726524,0.8900616708575392,0.004980636523282472,41
0.5619903087615967,0.027993762350422235,0.018050670623779297,0.0018444350670829275,30,2,10,200,"{'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",0.8898026315789473,0.8832236842105263,0.8947368421052632,0.899505766062603,0.8912685337726524,0.8917074915459985,0.005399744671250801,13
0.13958611488342285,0.004162309463387702,0.006677579879760742,0.0009911790290492019,30,4,2,50,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",0.8930921052631579,0.8963815789473685,0.881578947368421,0.8929159802306426,0.8929159802306426,0.8913769184080464,0.00507397580094108,21
0.28276772499084474,0.0034669122809985083,0.010679149627685547,0.0019844960453667933,30,4,2,100,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",0.8848684210526315,0.8914473684210527,0.8865131578947368,0.8929159802306426,0.899505766062603,0.8910501387323333,0.005175608525827127,26
0.5529695987701416,0.02534952460328095,0.015340280532836915,0.003043488173600733,30,4,2,200,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",0.8848684210526315,0.8865131578947368,0.8914473684210527,0.8978583196046128,0.899505766062603,0.8920386066071273,0.005863774154218978,9
0.1484781265258789,0.0070716824519586495,0.008853006362915038,0.0028180153237803954,30,4,5,50,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}",0.8930921052631579,0.8963815789473685,0.881578947368421,0.8929159802306426,0.8929159802306426,0.8913769184080464,0.00507397580094108,21
0.28052854537963867,0.01751011436489004,0.00901327133178711,0.001075171792001557,30,4,5,100,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.8848684210526315,0.8914473684210527,0.8865131578947368,0.8929159802306426,0.899505766062603,0.8910501387323333,0.005175608525827127,26
0.5167768478393555,0.011593057909780618,0.014627456665039062,0.003088344279997921,30,4,5,200,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",0.8848684210526315,0.8865131578947368,0.8914473684210527,0.8978583196046128,0.899505766062603,0.8920386066071273,0.005863774154218978,9
0.13452048301696778,0.003844378819601797,0.006934022903442383,0.001634603110040985,30,4,10,50,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}",0.8799342105263158,0.8930921052631579,0.881578947368421,0.9011532125205931,0.8945634266886326,0.8900643804734241,0.008086948108601305,39
0.2620819568634033,0.008457466931825012,0.008328437805175781,0.00048655382736534136,30,4,10,100,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",0.8832236842105263,0.8832236842105263,0.8848684210526315,0.8978583196046128,0.9011532125205931,0.8900654643197781,0.007801229678741073,38
0.4437455177307129,0.008014039000331404,0.009805965423583984,0.0006526968968219078,30,4,10,200,"{'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",0.8898026315789473,0.8832236842105263,0.8848684210526315,0.8945634266886326,0.8945634266886326,0.8894043180438741,0.0047363710535842495,46
